id,loan_tag,loan_amount,contract_date,loan_rate,due_interest,principal_balance,loan_status,created,lastUpdated
1e773970-a10f-5803-b298-e329a8bbc643,L-E0807EA354-01,600.00,2024-01-02,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:37:15,2025-01-09 06:07:13
76234690-18ac-50b0-ad34-4403d4b86b43,L-F03F558899-02,800.00,2020-02-25,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:37:17,2024-06-24 05:46:23
38b635a8-f371-5d65-8ee6-1d4ab123562c,L-F03F562C57-07,300.00,2024-03-21,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:37:21,2024-11-15 06:09:23
1c952d7d-0f73-52d7-91de-a0c8c4ebecab,L-E081D7FB23-02,600.00,2024-01-22,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:37:23,2024-11-15 06:11:19
7649b7a6-a1fd-5409-abb5-0e6be2fa32ab,L-E05916B2D8-05,500.00,2024-03-12,460.0000,682.32,466.43,Closed - Charged-Off,2024-06-19 16:37:24,2024-12-15 20:03:05
74bc57ec-d6d9-5a70-943b-45c88fafde6b,L-E05A624467-03,1200.00,2024-04-19,460.0000,16.36,259.67,Open - Repaying,2024-06-19 16:37:31,2025-02-24 06:08:23
800b7292-74aa-55c4-8f5e-d3cfc6f0d15e,L-E05A94F45D-01,800.00,2023-12-21,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:37:32,2024-11-15 06:09:28
6d7383b1-cf37-5b23-93e9-3cdfbd4eb598,L-F0425FD3B5-02,600.00,2023-12-13,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:37:42,2024-11-15 06:12:00
2421a859-e68f-50ba-ad1c-a994ea976519,L-E05D45D747-02,800.00,2023-10-27,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:37:45,2024-07-05 21:24:01
4f719408-9536-5ff7-be82-0f1a04cd312d,L-F042DDCCB6-01,400.00,2023-12-26,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:37:45,2024-11-15 06:09:20
9fcb766d-fe75-5090-991c-1c06103269dc,L-E084EE2660-01,300.00,2024-04-10,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:37:49,2025-01-31 06:06:25
d1422715-5f02-5fde-8f80-04b5eb47dffd,L-E05E75C83C-01,800.00,2023-11-20,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:37:50,2024-11-15 06:11:55
9355f72c-f892-5cfd-8a77-bcf640d258b6,L-E05F953665-01,500.00,2024-02-14,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:37:55,2024-11-15 06:08:08
52559a9a-ccac-560f-b28a-8ce49f719290,L-E085E01A72-01,600.00,2024-02-12,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:37:55,2024-11-15 06:10:09
d4774f28-9801-5d52-8a55-695a2f7339bc,L-E06020010A-04,800.00,2023-05-22,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:37:57,2024-11-15 06:08:43
1658e1ab-d0e4-5670-9e47-ef9d6d215385,L-E0604F7EE8-03,800.00,2023-11-20,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:37:59,2024-11-15 06:09:38
0d0121cb-2d35-5724-8906-372c5748ec82,L-E0621CCBAC-03,800.00,2024-04-12,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:38:04,2024-11-15 06:10:30
1f90d5e3-0c68-5f9b-8d28-602f3d902f6f,L-F046FCD9F6-03,800.00,2023-10-23,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:38:05,2024-11-15 06:08:39
ce72cb81-b860-589d-97f0-7502d7648da1,L-E0625B4200-02,800.00,2023-11-14,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:38:08,2024-11-15 06:07:21
f7ae54a1-9f5d-5d2d-bbd0-0a78d16e4958,L-E062F50A53-01,800.00,2023-11-17,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:38:08,2024-11-15 06:09:11
928fbfe0-47af-5707-91ba-9b7fad0401b4,L-E0890301EF-03,800.00,2023-09-01,460.0000,2629.90,800.00,Open - Repaying,2024-06-19 16:38:14,2025-02-24 18:11:57
d055ace4-8d03-5b8a-bbf4-666879fd8645,L-F048BEAEBB-01,300.00,2023-10-23,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:38:16,2024-11-15 06:11:09
bc8b7863-6460-5b95-9a37-d158bdbdcd82,L-E08961D64D-01,1000.00,2024-01-11,490.0000,0.00,0.00,Closed - Settled in Full,2024-06-19 16:38:17,2024-12-05 06:10:14
bd4159ff-0656-5b4b-bdb3-761b1d8b38f1,L-F0499170A1-04,500.00,2024-03-19,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:38:20,2025-01-17 06:12:44
4d74dfe0-dc48-5782-9faf-9d0191b5a212,L-E08ADBDB65-01,600.00,2024-03-15,490.0000,684.68,461.30,Closed - Charged-Off,2024-06-19 16:38:23,2024-12-06 19:34:00
05146d80-a42c-577c-9e6c-a6b8d57077f7,L-E065168229-06,1000.00,2024-03-04,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:38:23,2025-01-03 06:13:18
a350c8f3-24ea-58e5-8490-eaf0a7a8ef6c,L-E06684A351-01,400.00,2023-07-20,490.0000,560.91,400.00,Closed - Charged-Off,2024-06-19 16:38:29,2024-12-03 00:11:04
658d718a-b3b8-59aa-ab1f-0ce0631a4a4c,L-E066E0A7C6-20,1200.00,2024-03-04,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:38:34,2024-11-15 06:14:13
c40ff030-a97c-5e80-be98-1665d207bb5e,L-F04E930483-03,600.00,2024-01-17,460.0000,86.42,145.91,Closed - Charged-Off,2024-06-19 16:38:39,2025-02-12 06:07:47
47031a0d-66fb-50a0-9e74-c2eb518be173,L-F050D7D660-03,400.00,2024-02-01,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:38:49,2024-11-29 06:09:35
d31e752a-0cd3-58c3-92db-67863d81696a,L-F0523C3862-01,500.00,2024-04-08,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:38:55,2025-01-06 06:05:49
e4105391-7634-5ae1-bf38-33669b09c9d8,L-F052AF040F-01,300.00,2023-10-11,490.0000,0.00,81.28,Open - Repaying,2024-06-19 16:38:59,2025-02-24 06:06:38
d602b9af-0083-562f-a3ed-d5f77170ff28,L-F0555984AF-01,600.00,2024-04-15,490.0000,267.22,410.41,Open - Repaying,2024-06-19 16:39:16,2025-02-24 06:08:27
6a2afe13-36f5-58b8-9747-8b09efe5fe4a,L-E0005F4976-05,800.00,2020-07-17,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:26,2024-06-24 06:01:07
29d282f4-5aec-5376-962e-a137bcb8a8da,L-E0005F4976-06,800.00,2020-10-16,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:27,2024-06-24 06:02:18
9f25c63b-0d64-5c3d-8d35-2a9bd3eb0f23,L-E0005F4976-07,800.00,2021-05-06,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:27,2024-06-24 06:04:34
ede3ef0a-fc19-5569-8d47-38d07d6ed98b,L-E0005F4976-08,800.00,2021-08-26,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:28,2024-06-24 06:04:17
bbb41e1d-c4cf-5233-aa05-fe882e9806d0,L-E0005F4976-09,800.00,2021-12-16,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:28,2024-06-24 06:02:09
510b7401-2845-5613-aa8d-f1407557ea2d,L-E0005F4976-10,1500.00,2022-03-03,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:29,2024-06-24 06:04:19
83ffe10c-35ac-5ecd-b5a2-7fff3b255791,L-E0005F4976-11,1500.00,2022-06-28,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:29,2024-06-24 06:02:23
ca68564c-1719-53d7-8fea-5cad4d80d13e,L-E0005F4976-12,1500.00,2022-11-18,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:30,2024-06-24 06:03:24
a2aa3eea-bff6-57e9-9f28-4298e0c93e6b,L-E0005F4976-13,1500.00,2023-04-25,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:30,2024-06-24 06:03:14
d8c91255-c48b-56f8-9a95-7c96921d22b2,L-E0005F4976-14,1500.00,2023-07-25,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:31,2024-06-24 06:02:48
c87a9d5f-af5f-524b-8cdf-7dfd72b20c89,L-E0005F4976-15,1500.00,2023-11-24,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:32,2024-06-24 06:04:03
0185b2ad-dbcc-58cd-b6ae-849ba304a470,L-E0005F4976-16,1500.00,2024-04-11,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:32,2024-06-24 06:02:53
04837563-ab91-5b55-affe-eb17bbffe1b8,L-E000A9F6CC-02,800.00,2022-12-12,460.0000,926.54,706.92,Closed - Charged-Off,2024-06-19 16:45:33,2024-10-08 05:50:32
e9171c51-ac1e-5fd3-bb24-4f49fac9bf7c,L-E000BA0974-01,400.00,2023-12-18,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:34,2024-11-15 06:13:54
dd1348c2-3f29-54f1-bf6e-b867c2228687,L-E00151C463-01,300.00,2020-11-23,490.0000,85.76,116.16,Closed - Charged-Off,2024-06-19 16:45:35,2024-10-29 05:26:19
1ec6ac3e-ff1a-545c-930c-38975abbb5e8,L-E00157A088-01,600.00,2023-04-03,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:35,2024-06-24 06:02:05
f126e9be-e210-58ec-80ff-5d054158c869,L-E00161BE2A-01,400.00,2022-07-20,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:36,2024-06-24 06:03:34
a01250eb-28a4-5c67-9cf9-544393cd7518,L-E00161BE2A-02,800.00,2023-07-17,460.0000,1025.27,782.23,Closed - Charged-Off,2024-06-19 16:45:37,2024-10-08 05:59:28
98d70470-2688-54cd-a24c-e55fd26540ee,L-E0018C8472-01,800.00,2022-08-16,490.0000,1149.15,800.00,Closed - Charged-Off,2024-06-19 16:45:37,2025-01-29 08:17:49
655217ea-e0ed-57b4-8292-53e853d5394a,L-E001B1C6AD-04,600.00,2022-10-11,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:39,2024-06-24 06:02:50
17a9e1a3-1697-5d9e-a3e8-d297fa6542ed,L-E001B1C6AD-05,500.00,2022-12-06,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:40,2024-06-24 06:02:21
0e013464-8e65-5e64-8f3b-5524a8836e7f,L-E001B1C6AD-06,700.00,2023-05-01,460.0000,0.00,0.00,Closed - Charged-Off,2024-06-19 16:45:40,2024-10-08 05:50:26
a8cd3643-2c47-53c6-b0a5-aa0486c123c7,L-E001B34074-01,800.00,2022-07-11,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:41,2024-06-24 06:03:07
d1b3d79f-36fd-598f-93a1-875abe9831dd,L-E001E2987D-01,400.00,2022-11-14,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:43,2024-06-24 06:03:56
bf993659-207f-56e6-8f94-c627e8d06014,L-E001FE3D3C-01,400.00,2022-11-14,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:45,2024-06-24 06:04:29
73e4c8a5-4344-5a1a-b109-bef02a8c02b4,L-E0021B9D1A-01,600.00,2022-05-13,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:46,2024-06-24 06:02:58
eba80238-56f7-52e2-aefc-b48e74e326a1,L-E0021B9D1A-03,500.00,2023-05-23,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:47,2024-06-27 05:27:29
e7f441d5-b9ad-5b2b-b30e-69ad2ad0de8c,L-E0021B9D1A-04,600.00,2024-04-05,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:48,2024-11-15 06:18:56
0fc3f39e-61c2-5f6f-857e-eed039b9b98e,L-E00243D74D-01,600.00,2024-01-05,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:48,2024-11-15 06:14:10
7daf5b21-6904-5679-82ac-49d44c0583da,L-E0024E8AAE-03,500.00,2022-02-07,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:50,2024-06-24 06:03:03
b91ddb84-83ae-5f51-a3f8-fbe7d367ffff,L-E0024E8AAE-04,400.00,2023-02-06,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:50,2024-06-24 06:03:13
e0c7d369-3a6b-5cad-ad7f-c7d42d55af4e,L-E002E8C3FA-01,300.00,2020-01-13,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:52,2024-06-24 06:02:01
fb51fd52-1316-547a-bac6-01747ad15147,L-E002F36E8A-01,600.00,2021-12-02,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:53,2024-06-24 06:03:50
4211400f-23fb-52a2-88a8-82c924695833,L-E002F80991-02,600.00,2021-09-17,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:54,2024-06-24 06:05:19
3a4e91d8-cd76-5e44-b1ef-cbb231a19e61,L-E003680255-08,300.00,2021-08-02,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:55,2024-06-24 06:04:57
9435e77a-f87c-5f3f-8a33-ad7be2dd62d7,L-E003680255-09,300.00,2022-02-02,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:55,2024-06-24 06:03:16
80c3eb9d-07e3-5cf9-820a-d6031ef18f0b,L-E003680255-10,300.00,2022-12-12,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:56,2024-06-24 06:06:26
31b4a6f9-c733-5500-ac36-caed61ac0547,L-E003680255-11,500.00,2023-05-26,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:57,2024-06-27 05:26:15
1c725e51-a79c-5cdd-a590-38fdd2978b7e,L-E003680255-12,300.00,2024-03-29,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:45:57,2025-02-24 06:06:21
5f684cc1-f58f-5d75-812a-a8a81f2b2789,L-E003A7670A-02,800.00,2021-01-19,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:01,2024-06-24 06:05:36
e158a194-1d38-559e-a391-34273a375da0,L-E003A7670A-03,800.00,2021-02-08,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:01,2024-06-24 06:03:16
66fb5064-56c5-5cc9-a6b0-42a958f21699,L-E0040CD7F1-01,400.00,2020-10-13,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:03,2024-06-27 05:27:20
b238606d-8f6a-58da-829d-fe36194d42df,L-E0044A3F9D-01,800.00,2023-08-09,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:05,2024-06-24 06:06:57
dfc266cb-4603-5ad8-9531-57b7dc4f136f,L-E0044A3F9D-02,800.00,2023-09-13,460.0000,0.00,144.85,Open - Repaying,2024-06-19 16:46:06,2025-02-24 06:07:01
7d6ba6b7-523f-5064-85c1-1e7e8d07bb3c,L-E004630F85-01,800.00,2023-01-04,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:06,2024-06-24 06:05:08
63ac2f74-2391-5678-8322-8d32e3215aa8,L-E0048A2B8F-02,300.00,2022-07-05,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:09,2024-06-24 06:03:31
4948aaeb-3f66-584b-9bb7-90a08b8a4123,L-E0049887D2-04,500.00,2020-05-26,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:09,2024-06-24 06:02:40
ecfb6b9a-2cfa-5cde-908c-5c7d84bccee1,L-E004F2E498-05,500.00,2021-10-25,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:11,2024-07-05 21:29:32
fbbf984f-790c-5124-ad64-b78d42dd3e0e,L-E004F2E498-06,500.00,2022-08-26,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:12,2024-07-05 21:35:02
c3333d7d-d18b-55d4-ac69-9ed34c3909e1,L-E0055E1661-07,1000.00,2023-09-13,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:13,2024-11-15 06:08:37
b97add78-e797-57be-9658-98c369b4ed65,L-E005A2DEA7-01,400.00,2022-09-22,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:14,2024-06-27 05:30:35
6ab89142-44d4-5ae3-9b57-bfce70663d33,L-E005A2DEA7-03,300.00,2024-02-23,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:15,2024-11-15 06:08:36
e6ef2894-4b3e-513c-a318-e7a0536c9fdb,L-E005C3CD4E-02,600.00,2021-12-31,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:16,2024-06-24 06:03:23
858dca4e-be0a-5758-ae13-3e807871b609,L-E005C3CD4E-03,800.00,2022-06-29,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:17,2024-06-27 05:30:12
18f97526-7adc-5d38-9610-7d0acb54ede1,L-E005EC23D0-01,600.00,2023-05-30,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:17,2024-06-24 06:06:47
da9d33dc-ad49-5138-856d-f10c3ce50e18,L-E005EC23D0-03,600.00,2024-03-11,490.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:18,2024-11-15 06:14:33
cd69f2f5-0ec1-515e-8be9-add704acf8b3,L-E005ECDCE6-08,800.00,2020-09-21,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:20,2024-06-24 06:04:29
11c438c8-970c-51c9-add3-b585ab777ae7,L-E005ECDCE6-09,800.00,2023-05-19,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:20,2024-06-24 06:06:43
de182439-ef93-5776-8d4b-08b01d0e23c9,L-E005ECDCE6-10,1500.00,2023-08-04,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:21,2024-06-24 06:07:18
dc2506d8-4e77-5eb7-88d8-ab286e0b33f5,L-E005ECDCE6-11,1500.00,2023-11-27,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:21,2024-06-27 05:31:40
453cb72b-3b68-5bda-a0ac-3d6cf87fe512,L-E005ECDCE6-12,1500.00,2024-04-12,99.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:22,2024-11-15 06:14:29
97c23e4f-ee69-598a-8a50-af345237aee1,L-E0060E59F9-06,500.00,2023-10-04,460.0000,0.00,0.00,Paid Off - Paid In Full,2024-06-19 16:46:24,2024-11-15 06:15:51
