id,idLoan,amtLoan,dtLoan,rtLoan,balInt,balPrin,idCust,stsLoan,created_at,updated_at
14235796,0003877C25-03,600.00,2022-02-01,0.00,0.00,0.00,0003877C25,Settled,2022-01-31 18:29:46.000000,2023-02-21 08:08:39.000000
6659786,00039408BA-05,500.00,2019-07-18,0.00,0.00,0.00,00039408BA,Paid off,2019-07-18 00:44:20.000000,2023-02-21 08:08:39.000000
10149225,00039408BA-06,500.00,2020-12-17,0.00,0.00,0.00,00039408BA,Paid off,2020-12-16 19:49:47.000000,2023-02-21 08:08:39.000000
15562771,00039408BA-07,400.00,2022-06-15,0.00,0.00,0.00,00039408BA,Paid off,2022-06-15 16:55:40.000000,2023-02-21 08:08:39.000000
18324508,00039408BA-08,500.00,2022-12-08,0.00,0.00,0.00,00039408BA,Paid off,2022-12-08 02:45:20.000000,2023-07-14 07:03:03.206057
22741406,00039408BA-09,500.00,2023-11-27,460.00,72.24,310.10,00039408BA,Current,2023-11-27 02:45:24.306668,2024-07-06 07:02:43.755620
23349813,0003CA8A65-01,500.00,2024-01-16,490.00,0.00,0.00,0003CA8A65,Paid off,2024-01-16 18:45:28.737013,2024-06-18 07:03:03.369621
23563507,0003F4E373-01,800.00,2024-02-06,490.00,160.94,660.45,0003F4E373,Current,2024-02-06 18:45:09.970788,2024-07-06 07:02:43.879646
8147559,00042301A4-01,600.00,2020-03-11,0.00,0.00,0.00,00042301A4,Paid off,2020-03-10 20:25:15.000000,2023-02-21 08:08:39.000000
13928806,00042301A4-02,600.00,2021-12-21,0.00,0.00,0.00,00042301A4,Paid off,2021-12-20 17:25:48.000000,2023-02-21 08:08:39.000000
24116461,000437464B-01,600.00,2024-04-22,490.00,287.00,576.64,000437464B,Current,2024-04-22 01:45:28.291589,2024-07-06 07:02:43.931310
18407640,00043D44FA-01,800.00,2022-12-13,0.00,0.00,0.00,00043D44FA,Charged off,2022-12-13 02:45:32.000000,2024-04-22 07:02:52.337034
13265585,0004A78C48-01,600.00,2021-10-28,0.00,0.00,0.00,0004A78C48,Paid off,2021-10-27 15:15:19.000000,2024-03-14 13:09:27.452168
19617405,0004A78C48-02,600.00,2023-03-24,0.00,0.00,0.00,0004A78C48,Paid off,2023-03-23 21:45:18.000000,2024-01-29 08:03:22.305239
6565473,0004BF5796-02,500.00,2019-07-01,0.00,0.00,0.00,0004BF5796,Paid off,2019-07-01 13:07:44.000000,2023-02-21 08:08:40.000000
13271672,0004CCDDBA-01,600.00,2021-10-28,0.00,0.00,0.00,0004CCDDBA,Paid off,2021-10-27 22:42:04.000000,2023-02-21 08:08:40.000000
8405030,0004E2C54D-01,600.00,2020-06-01,0.00,0.00,0.00,0004E2C54D,Paid off,2020-05-30 20:57:29.000000,2023-02-21 08:08:40.000000
23591748,00050D2E0E-01,400.00,2024-02-09,490.00,133.11,351.10,00050D2E0E,Current,2024-02-08 22:45:22.519632,2024-07-06 07:02:44.074056
15077716,0006097571-01,800.00,2022-05-10,0.00,0.00,0.00,0006097571,Paid off,2022-05-09 22:28:16.000000,2023-03-06 08:06:16.000000
19733560,0006097571-02,800.00,2023-04-03,0.00,0.00,0.00,0006097571,Paid off,2023-04-03 01:45:40.000000,2024-01-25 08:03:22.406525
21825880,0006165046-03,1500.00,2023-09-05,0.00,0.00,0.00,0006165046,Paid off,2023-09-05 17:48:28.866534,2024-02-22 08:03:27.081138
12059800,00062D0AE0-01,600.00,2021-07-19,0.00,0.00,0.00,00062D0AE0,Paid off,2021-07-17 23:22:52.000000,2023-02-21 08:08:40.000000
7171496,000637F0CE-01,800.00,2019-10-22,0.00,0.00,0.00,000637F0CE,Paid off,2019-10-21 21:29:15.000000,2023-02-21 08:08:40.000000
9360252,000637F0CE-02,800.00,2020-09-21,0.00,0.00,0.00,000637F0CE,Paid off,2020-09-20 01:50:29.000000,2023-02-21 08:08:40.000000
10612941,000637F0CE-03,800.00,2021-02-04,0.00,0.00,0.00,000637F0CE,Paid off,2021-02-03 16:32:32.000000,2023-02-21 08:08:40.000000
6480510,0007297A2C-03,800.00,2019-06-17,0.00,0.00,0.00,0007297A2C,Paid off,2019-06-16 21:13:40.000000,2023-02-21 08:08:40.000000
7906653,0007297A2C-04,600.00,2020-02-06,0.00,0.00,0.00,0007297A2C,Paid off,2020-02-05 21:40:22.000000,2023-02-21 08:08:40.000000
10067618,0007297A2C-05,800.00,2020-12-10,0.00,0.00,0.00,0007297A2C,Paid off,2020-12-10 02:45:52.000000,2023-02-21 08:08:40.000000
13713976,0007297A2C-06,800.00,2021-12-06,0.00,0.00,0.00,0007297A2C,Paid off,2021-12-05 04:57:51.000000,2023-02-21 08:08:40.000000
14193409,0007297A2C-07,800.00,2022-01-20,0.00,0.00,0.00,0007297A2C,Paid off,2022-01-19 18:56:29.000000,2023-02-21 08:08:40.000000
14621464,0007297A2C-08,800.00,2022-03-31,0.00,0.00,0.00,0007297A2C,Paid off,2022-03-31 01:27:06.000000,2023-02-21 08:08:40.000000
14854854,0007297A2C-09,800.00,2022-04-21,0.00,0.00,0.00,0007297A2C,Paid off,2022-04-21 02:48:03.000000,2023-02-21 08:08:40.000000
19084572,0007297A2C-10,1500.00,2023-01-31,0.00,0.00,0.00,0007297A2C,Paid off,2023-01-31 22:45:09.000000,2023-11-28 08:03:15.390863
22703023,0007297A2C-11,1500.00,2023-11-21,99.00,61.81,545.16,0007297A2C,Current,2023-11-21 18:45:29.302329,2024-07-06 07:02:44.460111
18051793,0007433D5A-01,800.00,2022-11-21,0.00,0.00,0.00,0007433D5A,Paid off,2022-11-20 22:45:45.000000,2023-02-21 08:08:40.000000
16529642,000745113C-01,300.00,2022-08-12,0.00,0.00,0.00,000745113C,Paid off,2022-08-12 17:45:28.000000,2023-02-21 08:08:40.000000
6897660,0007A6213C-03,800.00,2019-09-03,0.00,0.00,0.00,0007A6213C,Charged off,2019-08-31 17:12:14.000000,2023-02-21 08:08:40.000000
9913033,0008751A44-01,800.00,2020-11-24,0.00,0.00,0.00,0008751A44,Paid off,2020-11-23 17:01:19.000000,2023-02-21 08:08:40.000000
10770092,0008751A44-02,800.00,2021-02-26,0.00,0.00,0.00,0008751A44,Paid off,2021-02-26 15:17:38.000000,2023-02-21 08:08:40.000000
8176867,0008E64EFF-01,600.00,2020-03-16,0.00,0.00,0.00,0008E64EFF,Paid off,2020-03-13 19:12:23.000000,2023-02-21 08:08:40.000000
7687972,0008F3668C-01,300.00,2019-12-31,0.00,0.00,0.00,0008F3668C,Paid off,2019-12-31 14:50:39.000000,2023-02-21 08:08:40.000000
8212230,0008F3668C-02,300.00,2020-03-19,0.00,0.00,0.00,0008F3668C,Paid off,2020-03-19 03:49:01.000000,2023-02-21 08:08:40.000000
9223044,0008F3668C-03,300.00,2020-09-08,0.00,0.00,0.00,0008F3668C,Paid off,2020-09-05 01:16:43.000000,2023-02-21 08:08:40.000000
9990939,0008F3668C-04,300.00,2020-12-02,0.00,0.00,0.00,0008F3668C,Paid off,2020-12-02 07:34:03.000000,2023-02-21 08:08:40.000000
15852387,00095778A5-01,300.00,2022-07-05,0.00,0.00,0.00,00095778A5,Paid off,2022-07-04 17:37:51.000000,2023-02-21 08:08:40.000000
20582754,0009752BB9-01,600.00,2023-06-08,0.00,0.00,0.00,0009752BB9,Paid off,2023-06-08 21:45:10.000000,2023-12-29 08:03:22.364272
14160132,000997B1AB-01,600.00,2022-01-10,0.00,0.00,0.00,000997B1AB,Paid off,2022-01-07 18:47:29.000000,2023-02-21 08:08:40.000000
12940445,0009F39323-01,300.00,2021-09-27,0.00,0.00,0.00,0009F39323,Paid off,2021-09-27 01:02:27.000000,2023-02-21 08:08:41.000000
15735823,000A561790-01,500.00,2022-06-27,0.00,0.00,0.00,000A561790,Paid off,2022-06-26 22:53:16.000000,2023-02-21 08:08:41.000000
17203250,000A561790-02,500.00,2022-09-23,0.00,0.00,0.00,000A561790,Paid off,2022-09-23 17:45:33.000000,2023-02-21 08:08:41.000000
13984514,000AB47760-01,600.00,2021-12-24,0.00,0.00,0.00,000AB47760,Paid off,2021-12-23 17:29:46.000000,2023-02-21 08:08:41.000000
6743955,000B899F04-01,800.00,2019-08-05,0.00,0.00,0.00,000B899F04,Paid off,2019-08-02 20:57:28.000000,2023-02-21 08:08:41.000000
22058103,000B95B101-01,800.00,2023-09-26,490.00,0.00,0.00,000B95B101,Paid off,2023-09-25 21:45:13.334223,2024-03-25 07:02:52.234294
23172879,000C92BB23-01,800.00,2024-01-02,490.00,0.00,0.00,000C92BB23,Paid off,2024-01-02 02:45:28.563831,2024-01-30 08:03:24.447176
23585144,000C92BB23-02,800.00,2024-02-08,460.00,0.00,0.00,000C92BB23,Paid off,2024-02-08 18:45:16.194414,2024-02-27 08:03:30.464194
16201486,000D5A006E-01,300.00,2022-07-25,0.00,0.00,0.00,000D5A006E,Paid off,2022-07-24 15:58:36.000000,2023-02-21 08:08:41.000000
16595712,000D7A4C69-01,500.00,2022-08-17,0.00,0.00,0.00,000D7A4C69,Paid off,2022-08-16 21:45:18.000000,2023-06-15 07:02:36.000000
8819631,000DA70155-01,800.00,2020-07-27,0.00,0.00,0.00,000DA70155,Paid off,2020-07-24 17:37:45.000000,2023-02-21 08:08:41.000000
10398893,000DE9EBF2-01,600.00,2021-01-11,0.00,0.00,0.00,000DE9EBF2,Paid off,2021-01-10 13:39:02.000000,2023-02-21 08:08:41.000000
11477907,000DE9EBF2-02,600.00,2021-05-28,0.00,0.00,0.00,000DE9EBF2,Settled,2021-05-27 22:11:47.000000,2023-02-21 08:08:41.000000
14355191,000DE9EBF2-03,300.00,2022-02-23,0.00,0.00,0.00,000DE9EBF2,Charged off,2022-02-23 09:46:07.000000,2024-03-14 13:09:27.409354
19656152,000DE9EBF2-04,600.00,2023-03-28,0.00,0.00,0.00,000DE9EBF2,Charged off,2023-03-28 17:45:09.000000,2024-05-31 07:03:06.071853
8504718,000E053485-01,600.00,2020-06-16,0.00,0.00,0.00,000E053485,Paid off,2020-06-15 16:26:45.000000,2023-02-21 08:08:41.000000
8731314,000E053485-02,700.00,2020-07-15,0.00,0.00,0.00,000E053485,Paid off,2020-07-14 20:20:59.000000,2023-02-21 08:08:41.000000
9565228,000E053485-03,800.00,2020-10-13,0.00,0.00,0.00,000E053485,Paid off,2020-10-13 00:02:13.000000,2023-02-21 08:08:41.000000
13321540,000E053485-04,800.00,2021-11-02,0.00,0.00,0.00,000E053485,Paid off,2021-11-01 23:19:06.000000,2023-02-21 08:08:41.000000
10831926,000E0EFF78-01,600.00,2021-03-09,0.00,0.00,0.00,000E0EFF78,Paid off,2021-03-08 17:16:46.000000,2023-02-21 08:08:41.000000
5979520,000E14B1C6-05,300.00,2019-03-15,36.00,0.00,0.00,000E14B1C6,Paid off,2019-03-15 11:48:58.000000,2023-02-21 08:08:41.000000
6452817,000E14B1C6-06,400.00,2019-06-13,0.00,0.00,0.00,000E14B1C6,Paid off,2019-06-13 13:50:38.000000,2023-02-21 08:08:41.000000
10784026,000E14B1C6-07,500.00,2021-03-01,0.00,0.00,0.00,000E14B1C6,Paid off,2021-03-01 02:52:12.000000,2023-02-21 08:08:41.000000
11524536,000E14B1C6-08,800.00,2021-06-07,0.00,0.00,0.00,000E14B1C6,Paid off,2021-06-05 14:57:49.000000,2023-02-21 08:08:41.000000
14188810,000E14B1C6-09,400.00,2022-01-18,0.00,0.00,0.00,000E14B1C6,Paid off,2022-01-18 00:35:21.000000,2023-02-21 08:08:41.000000
14704922,000E14B1C6-10,500.00,2022-04-08,0.00,0.00,0.00,000E14B1C6,Paid off,2022-04-07 20:24:53.000000,2023-02-21 08:08:41.000000
14911267,000E14B1C6-11,1500.00,2022-04-26,0.00,0.00,0.00,000E14B1C6,Paid off,2022-04-26 12:02:01.000000,2023-02-21 08:08:41.000000
23206410,000E260A3F-03,300.00,2024-01-03,490.00,0.00,0.00,000E260A3F,Paid off,2024-01-02 22:45:23.799166,2024-05-10 07:03:06.838965
17418127,000E286444-01,600.00,2022-10-11,0.00,0.00,0.00,000E286444,Paid off,2022-10-08 01:45:38.000000,2023-02-21 08:08:41.000000
9330075,000F030113-01,400.00,2020-09-17,0.00,0.00,0.00,000F030113,Paid off,2020-09-16 16:21:53.000000,2023-02-21 08:08:41.000000
7714415,000F56754F-02,300.00,2020-01-07,0.00,0.00,0.00,000F56754F,Paid off,2020-01-06 19:35:15.000000,2023-02-21 08:08:41.000000
7488800,000F841ABE-03,600.00,2019-12-04,0.00,0.00,0.00,000F841ABE,Paid off,2019-12-03 16:52:06.000000,2023-02-21 08:08:41.000000
11576375,000F882957-01,800.00,2021-06-08,0.00,0.00,0.00,000F882957,Paid off,2021-06-08 02:56:34.000000,2023-02-21 08:08:42.000000
7873407,00104EC24C-01,600.00,2020-01-31,0.00,0.00,0.00,00104EC24C,Paid off,2020-01-31 12:19:26.000000,2023-02-21 08:08:42.000000
19489817,00104EC24C-02,1000.00,2023-03-13,0.00,0.00,0.00,00104EC24C,Paid off,2023-03-13 01:45:23.000000,2024-01-02 08:03:22.859798
23396750,00104EC24C-03,1200.00,2024-01-22,460.00,756.31,1200.00,00104EC24C,Current,2024-01-22 02:45:51.238031,2024-07-06 07:02:47.051278
12338435,00109FFEB5-01,300.00,2021-08-09,0.00,0.00,0.00,00109FFEB5,Paid off,2021-08-06 15:46:47.000000,2023-02-21 08:08:42.000000
22925693,0011CB56C9-01,300.00,2023-12-11,490.00,111.39,201.09,0011CB56C9,Current,2023-12-11 02:46:16.955344,2024-07-06 07:02:47.205037
16952208,00123A2BCB-02,800.00,2022-09-06,0.00,0.00,0.00,00123A2BCB,Charged off,2022-09-06 17:46:01.000000,2024-02-22 08:03:31.441148
22618128,0012CE6043-02,800.00,2023-11-14,460.00,151.97,536.98,0012CE6043,Current,2023-11-13 22:45:18.859736,2024-07-06 07:02:47.312708
23674830,001368117E-01,800.00,2024-02-20,490.00,165.34,677.38,001368117E,Current,2024-02-20 02:45:52.594122,2024-07-06 07:02:47.436168
13678682,0014A88F81-02,600.00,2021-12-02,0.00,0.00,0.00,0014A88F81,Charged off,2021-12-02 15:00:25.000000,2023-04-28 07:03:07.000000
15628047,0014D1B524-06,400.00,2022-06-21,0.00,0.00,0.00,0014D1B524,Charged off,2022-06-20 14:47:34.000000,2023-02-21 08:08:43.000000
21034551,0014D1B524-09,800.00,2023-07-14,0.00,0.00,0.00,0014D1B524,Charged off,2023-07-14 01:45:50.759137,2024-03-14 13:44:22.930740
22796507,001702D20C-03,600.00,2023-11-30,460.00,690.12,600.00,001702D20C,Current,2023-11-29 22:45:21.729483,2024-07-06 07:02:48.100762
23111797,0017B9A556-01,500.00,2023-12-26,490.00,59.28,391.66,0017B9A556,Current,2023-12-26 02:46:18.685332,2024-07-06 07:02:48.207033
24103488,001B01F5AC-01,300.00,2024-04-19,490.00,110.85,235.92,001B01F5AC,Current,2024-04-19 17:45:13.535131,2024-07-06 07:02:48.944244
9966685,001B46A7C5-04,300.00,2020-12-01,0.00,0.00,0.00,001B46A7C5,Settled,2020-11-30 20:48:21.000000,2023-02-21 08:08:44.000000
23120975,001D68274B-01,800.00,2023-12-26,490.00,94.90,626.86,001D68274B,Current,2023-12-26 02:47:07.917305,2024-07-06 07:02:49.627423
23968026,001DAC3DC5-03,600.00,2024-04-02,460.00,126.82,479.21,001DAC3DC5,Current,2024-04-02 17:45:08.338286,2024-07-06 07:02:49.741717
23737656,0021D3CBAF-01,800.00,2024-02-27,490.00,10.74,0.00,0021D3CBAF,Current,2024-02-27 02:45:16.013680,2024-04-17 07:02:59.872555
22804055,0021E2C2A4-02,400.00,2023-11-30,460.00,55.91,240.08,0021E2C2A4,Current,2023-11-30 18:45:29.885508,2024-07-06 07:02:50.664126
6044999,002226CAA1-01,300.00,2019-04-01,0.00,0.00,0.00,002226CAA1,Settled,2019-03-30 14:47:52.000000,2023-02-21 08:08:46.000000
23599809,00222A0F97-06,800.00,2024-02-12,460.00,291.99,639.10,00222A0F97,Current,2024-02-12 02:45:14.242501,2024-07-06 07:02:50.742460
22274321,0023848AD4-03,500.00,2023-10-13,460.00,48.14,198.32,0023848AD4,Current,2023-10-13 01:45:13.482070,2024-07-06 07:02:51.054774
23962933,00274A14F0-03,800.00,2024-04-01,460.00,156.54,730.61,00274A14F0,Current,2024-04-01 17:45:16.332664,2024-07-06 07:02:51.855345
23802544,0027584329-01,500.00,2024-03-07,490.00,54.96,409.40,0027584329,Current,2024-03-07 18:45:25.496998,2024-07-06 07:02:54.493639
22580639,00288DABC5-03,400.00,2023-11-10,460.00,35.31,240.90,00288DABC5,Current,2023-11-10 18:45:16.948322,2024-07-06 07:02:54.531171
23302067,002A2CBCA4-02,800.00,2024-01-11,460.00,81.57,529.55,002A2CBCA4,Current,2024-01-11 18:45:29.303640,2024-07-06 07:02:55.036206
23376053,002A7D72EE-01,800.00,2024-01-19,490.00,89.23,592.08,002A7D72EE,Current,2024-01-18 22:45:17.636673,2024-07-06 07:02:55.154719
22706002,002B0DEC39-04,800.00,2023-11-22,490.00,442.60,738.59,002B0DEC39,Current,2023-11-21 22:45:13.270031,2024-07-06 07:02:55.262370
23613136,002B68174A-03,800.00,2024-02-12,460.00,92.94,660.38,002B68174A,Current,2024-02-12 02:46:01.982875,2024-07-06 07:02:55.412911
23990288,002BED9BD3-01,700.00,2024-04-05,490.00,179.79,700.00,002BED9BD3,Current,2024-04-05 01:45:11.217290,2024-07-06 07:02:55.499375
24143259,002EC13FA3-01,500.00,2024-04-24,490.00,113.12,495.63,002EC13FA3,Current,2024-04-24 01:45:11.502781,2024-07-06 07:02:56.142112
23911368,002FCD0D49-02,800.00,2024-03-25,490.00,747.91,800.00,002FCD0D49,Current,2024-03-25 01:45:36.910259,2024-07-06 07:02:56.269073
23977794,0030A269FA-02,500.00,2024-04-03,460.00,95.66,446.49,0030A269FA,Current,2024-04-03 17:45:14.174403,2024-07-06 07:02:56.500703
13208763,003194D848-01,600.00,2021-10-22,0.00,0.00,0.00,003194D848,Settled,2021-10-22 02:47:49.000000,2023-02-21 08:08:49.000000
24197165,00320055AA-04,500.00,2024-04-30,460.00,89.61,418.28,00320055AA,Current,2024-04-30 17:45:11.258331,2024-07-06 07:02:56.715733
24106350,003203987B-07,1500.00,2024-04-19,460.00,1074.09,1500.00,003203987B,Current,2024-04-19 17:45:25.029177,2024-07-06 07:02:56.744295
23023156,00325DF1E3-03,500.00,2023-12-18,490.00,0.00,0.00,00325DF1E3,Settled,2023-12-18 02:47:02.322033,2024-03-02 08:03:02.031825
24004049,00325DF1E3-04,500.00,2024-04-08,460.00,23.26,184.52,00325DF1E3,Current,2024-04-08 01:45:22.427518,2024-07-06 07:02:56.896237
23641894,0033CDCD28-01,500.00,2024-02-15,490.00,109.20,424.23,0033CDCD28,Current,2024-02-15 18:45:09.047706,2024-07-06 07:02:57.110280
10530949,003454D5D6-06,800.00,2021-01-25,0.00,0.00,0.00,003454D5D6,Settled,2021-01-24 20:46:10.000000,2023-02-21 08:08:50.000000
22932609,00398CCC8E-01,300.00,2023-12-13,490.00,49.89,202.54,00398CCC8E,Current,2023-12-12 22:45:14.541375,2024-07-06 07:02:58.685093
20181291,0039A1F0EA-06,800.00,2023-05-09,0.00,0.00,0.00,0039A1F0EA,Settled,2023-05-09 17:45:20.000000,2024-03-14 13:44:22.918813
24079801,0039A1F0EA-07,600.00,2024-04-17,460.00,223.30,500.36,0039A1F0EA,Current,2024-04-16 21:45:10.235878,2024-07-06 07:02:58.738965
23758001,003B0338A0-03,600.00,2024-03-01,460.00,98.71,559.47,003B0338A0,Current,2024-02-29 22:45:16.641652,2024-07-06 07:02:59.076047
23741538,003BF96389-01,600.00,2024-02-28,490.00,127.13,492.78,003BF96389,Current,2024-02-28 18:45:13.572900,2024-07-06 07:02:59.365822
23030105,003D19DDA0-03,400.00,2023-12-18,460.00,38.78,270.25,003D19DDA0,Current,2023-12-18 18:45:26.255690,2024-07-06 07:02:59.627000
21617122,003D5F2175-01,800.00,2023-08-22,0.00,49.43,755.46,003D5F2175,Current,2023-08-22 17:46:36.133315,2024-07-06 07:02:59.641164
22159068,003DC93859-03,300.00,2023-10-03,490.00,23.56,84.28,003DC93859,Current,2023-10-03 01:47:35.349292,2024-07-06 07:02:59.704233
22265252,003F17E462-02,900.00,2023-10-13,490.00,175.35,547.54,003F17E462,Current,2023-10-13 17:45:12.891848,2024-07-06 07:02:59.902056
22584939,003F196B98-01,500.00,2023-11-10,490.00,162.91,372.46,003F196B98,Current,2023-11-10 18:45:35.271221,2024-07-06 07:02:59.915661
23178853,00409C9F18-04,1500.00,2024-01-02,378.00,226.43,1133.40,00409C9F18,Current,2024-01-02 02:46:03.637100,2024-07-06 07:03:00.172853
23980873,0042F8C392-02,500.00,2024-04-04,460.00,94.58,441.47,0042F8C392,Current,2024-04-04 01:45:06.283118,2024-07-06 07:03:00.729030
23267374,00431FB7A8-01,600.00,2024-01-08,490.00,118.69,460.02,00431FB7A8,Current,2024-01-08 18:45:22.713029,2024-07-06 07:03:00.825632
23234483,0043932406-04,500.00,2024-01-05,460.00,77.61,404.16,0043932406,Current,2024-01-05 02:45:23.736017,2024-07-06 07:03:00.990159
24195105,0043C021FE-02,600.00,2024-04-30,490.00,120.42,527.63,0043C021FE,Current,2024-04-30 17:45:06.695699,2024-07-06 07:03:01.069786
23796408,004536E73D-12,1500.00,2024-03-07,99.00,45.68,990.67,004536E73D,Current,2024-03-06 22:45:13.452911,2024-07-06 07:03:01.477837
23084853,00483BAAC9-01,800.00,2023-12-22,490.00,10.05,0.00,00483BAAC9,Current,2023-12-21 22:45:38.798224,2024-06-11 07:03:17.582280
23419063,004D7C2459-03,800.00,2024-01-23,460.00,95.37,676.67,004D7C2459,Current,2024-01-23 02:45:20.910902,2024-07-06 07:03:06.276672
23012197,004F7B72E3-01,500.00,2023-12-18,490.00,82.20,401.57,004F7B72E3,Current,2023-12-18 02:46:02.422647,2024-07-06 07:03:06.775560
23746193,005065E98D-03,400.00,2024-02-28,460.00,175.01,385.32,005065E98D,Current,2024-02-28 02:45:13.317486,2024-07-06 07:03:07.038557
23936517,005353BBCC-01,300.00,2024-03-28,490.00,35.10,261.50,005353BBCC,Current,2024-03-28 17:45:13.364602,2024-07-06 07:03:07.480432
23144461,0053D982CA-02,800.00,2023-12-28,460.00,161.76,668.66,0053D982CA,Current,2023-12-27 22:45:24.029491,2024-07-06 07:03:07.548279
23325625,0058108AF8-05,800.00,2024-01-17,460.00,100.85,424.33,0058108AF8,Current,2024-01-17 02:45:13.638244,2024-07-06 07:03:08.348609
22909367,005899E4CB-01,800.00,2023-12-11,490.00,10.05,0.00,005899E4CB,Current,2023-12-08 22:45:27.074395,2024-03-08 08:03:59.371264
23188665,00595987D7-01,600.00,2024-01-02,490.00,35.46,105.54,00595987D7,Current,2024-01-02 02:46:55.213653,2024-07-03 07:03:16.618280
22985082,0059D1B276-03,500.00,2023-12-15,490.00,101.50,446.48,0059D1B276,Current,2023-12-14 22:45:25.114415,2024-07-06 07:03:09.223117
